RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
234222,234222,2024-09-24 21:06:30.7949424,4776,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,NTLM authentication request,,,Target: Jsmith,Workstation: KALI,Status: user name is correct but the password is wrong,,,,,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""PackageName"",""#text"":""MICROSOFT_AUTHENTICATION_PACKAGE_V1_0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""Workstation"",""#text"":""KALI""},{""@Name"":""Status"",""#text"":""0xC000006A""}]}}"
234223,234223,2024-09-24 21:06:30.7950046,4625,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,Failed logon,-\-,KALI (10.1.1.42),Target: EC2AMAZ-0TD157D\Jsmith,LogonType 3,FailureReason1: the cause is either a bad username or authentication information,FailureReason2: user name is correct but the password is wrong,,,-,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""TargetDomainName"",""#text"":""EC2AMAZ-0TD157D""},{""@Name"":""Status"",""#text"":""0xC000006D""},{""@Name"":""FailureReason"",""#text"":""%%2313""},{""@Name"":""SubStatus"",""#text"":""0xC000006A""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName"",""#text"":""KALI""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.1.1.42""},{""@Name"":""IpPort"",""#text"":""49506""}]}}"
234224,234224,2024-09-24 21:06:30.8003969,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,412,EC2AMAZ-0TD157D,10,,A new process has been created,WORKGROUP\EC2AMAZ-0TD157D$,,Parent process: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,PID: 0x1954,Parent PID: 0x900,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 970 -InterruptEvent 0 -NGENProcess 974 -Pipe 96c -Comment ""NGen Worker Process""",False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x1954""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x900""},{""@Name"":""CommandLine"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe -StartupEvent 970 -InterruptEvent 0 -NGENProcess 974 -Pipe 96c -Comment \""NGen Worker Process\""""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\ngen.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
234225,234225,2024-09-24 21:06:30.8006877,4689,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,2360,EC2AMAZ-0TD157D,10,,A process has exited,WORKGROUP\EC2AMAZ-0TD157D$,,,PID: 0x1178,,,,,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""ProcessId"",""#text"":""0x1178""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe""}]}}"
234226,234226,2024-09-24 21:06:30.8068335,4776,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,NTLM authentication request,,,Target: Jsmith,Workstation: KALI,Status: user name is correct but the password is wrong,,,,,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""PackageName"",""#text"":""MICROSOFT_AUTHENTICATION_PACKAGE_V1_0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""Workstation"",""#text"":""KALI""},{""@Name"":""Status"",""#text"":""0xC000006A""}]}}"
234227,234227,2024-09-24 21:06:30.8070582,4625,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,Failed logon,-\-,KALI (10.1.1.42),Target: EC2AMAZ-0TD157D\Jsmith,LogonType 3,FailureReason1: the cause is either a bad username or authentication information,FailureReason2: user name is correct but the password is wrong,,,-,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""TargetDomainName"",""#text"":""EC2AMAZ-0TD157D""},{""@Name"":""Status"",""#text"":""0xC000006D""},{""@Name"":""FailureReason"",""#text"":""%%2313""},{""@Name"":""SubStatus"",""#text"":""0xC000006A""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName"",""#text"":""KALI""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.1.1.42""},{""@Name"":""IpPort"",""#text"":""49526""}]}}"
234228,234228,2024-09-24 21:06:30.8182222,4776,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,NTLM authentication request,,,Target: Jsmith,Workstation: KALI,Status: user name is correct but the password is wrong,,,,,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""PackageName"",""#text"":""MICROSOFT_AUTHENTICATION_PACKAGE_V1_0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""Workstation"",""#text"":""KALI""},{""@Name"":""Status"",""#text"":""0xC000006A""}]}}"
234229,234229,2024-09-24 21:06:30.8182811,4625,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,Failed logon,-\-,KALI (10.1.1.42),Target: EC2AMAZ-0TD157D\Jsmith,LogonType 3,FailureReason1: the cause is either a bad username or authentication information,FailureReason2: user name is correct but the password is wrong,,,-,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""TargetDomainName"",""#text"":""EC2AMAZ-0TD157D""},{""@Name"":""Status"",""#text"":""0xC000006D""},{""@Name"":""FailureReason"",""#text"":""%%2313""},{""@Name"":""SubStatus"",""#text"":""0xC000006A""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName"",""#text"":""KALI""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.1.1.42""},{""@Name"":""IpPort"",""#text"":""49540""}]}}"
234230,234230,2024-09-24 21:06:30.8310990,4776,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,NTLM authentication request,,,Target: Jsmith,Workstation: KALI,Status: user name is correct but the password is wrong,,,,,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""PackageName"",""#text"":""MICROSOFT_AUTHENTICATION_PACKAGE_V1_0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""Workstation"",""#text"":""KALI""},{""@Name"":""Status"",""#text"":""0xC000006A""}]}}"
234231,234231,2024-09-24 21:06:30.8311650,4625,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,Failed logon,-\-,KALI (10.1.1.42),Target: EC2AMAZ-0TD157D\Jsmith,LogonType 3,FailureReason1: the cause is either a bad username or authentication information,FailureReason2: user name is correct but the password is wrong,,,-,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""TargetDomainName"",""#text"":""EC2AMAZ-0TD157D""},{""@Name"":""Status"",""#text"":""0xC000006D""},{""@Name"":""FailureReason"",""#text"":""%%2313""},{""@Name"":""SubStatus"",""#text"":""0xC000006A""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName"",""#text"":""KALI""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.1.1.42""},{""@Name"":""IpPort"",""#text"":""49566""}]}}"
234232,234232,2024-09-24 21:06:30.8453205,4776,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,NTLM authentication request,,,Target: Jsmith,Workstation: KALI,Status: user name is correct but the password is wrong,,,,,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""PackageName"",""#text"":""MICROSOFT_AUTHENTICATION_PACKAGE_V1_0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""Workstation"",""#text"":""KALI""},{""@Name"":""Status"",""#text"":""0xC000006A""}]}}"
234233,234233,2024-09-24 21:06:30.8453790,4625,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,Failed logon,-\-,KALI (10.1.1.42),Target: EC2AMAZ-0TD157D\Jsmith,LogonType 3,FailureReason1: the cause is either a bad username or authentication information,FailureReason2: user name is correct but the password is wrong,,,-,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""TargetDomainName"",""#text"":""EC2AMAZ-0TD157D""},{""@Name"":""Status"",""#text"":""0xC000006D""},{""@Name"":""FailureReason"",""#text"":""%%2313""},{""@Name"":""SubStatus"",""#text"":""0xC000006A""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName"",""#text"":""KALI""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.1.1.42""},{""@Name"":""IpPort"",""#text"":""49582""}]}}"
234234,234234,2024-09-24 21:06:30.8471373,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,10,,A new process has been created,WORKGROUP\EC2AMAZ-0TD157D$,,Parent process: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,PID: 0xD24,Parent PID: 0x900,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 98c -InterruptEvent 0 -NGENProcess 980 -Pipe 988 -Comment ""NGen Worker Process""",False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0xD24""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x900""},{""@Name"":""CommandLine"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe -StartupEvent 98c -InterruptEvent 0 -NGENProcess 980 -Pipe 988 -Comment \""NGen Worker Process\""""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\ngen.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
234235,234235,2024-09-24 21:06:30.8471815,4689,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,10,,A process has exited,WORKGROUP\EC2AMAZ-0TD157D$,,,PID: 0x1954,,,,,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""ProcessId"",""#text"":""0x1954""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe""}]}}"
234236,234236,2024-09-24 21:06:30.8594708,4776,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,NTLM authentication request,,,Target: Jsmith,Workstation: KALI,Status: user name is correct but the password is wrong,,,,,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""PackageName"",""#text"":""MICROSOFT_AUTHENTICATION_PACKAGE_V1_0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""Workstation"",""#text"":""KALI""},{""@Name"":""Status"",""#text"":""0xC000006A""}]}}"
234237,234237,2024-09-24 21:06:30.8595296,4625,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,Failed logon,-\-,KALI (10.1.1.42),Target: EC2AMAZ-0TD157D\Jsmith,LogonType 3,FailureReason1: the cause is either a bad username or authentication information,FailureReason2: user name is correct but the password is wrong,,,-,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""TargetDomainName"",""#text"":""EC2AMAZ-0TD157D""},{""@Name"":""Status"",""#text"":""0xC000006D""},{""@Name"":""FailureReason"",""#text"":""%%2313""},{""@Name"":""SubStatus"",""#text"":""0xC000006A""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName"",""#text"":""KALI""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.1.1.42""},{""@Name"":""IpPort"",""#text"":""49592""}]}}"
234238,234238,2024-09-24 21:06:30.8713961,4776,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,NTLM authentication request,,,Target: Jsmith,Workstation: KALI,Status: user name is correct but the password is wrong,,,,,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""PackageName"",""#text"":""MICROSOFT_AUTHENTICATION_PACKAGE_V1_0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""Workstation"",""#text"":""KALI""},{""@Name"":""Status"",""#text"":""0xC000006A""}]}}"
234239,234239,2024-09-24 21:06:30.8716084,4625,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,Failed logon,-\-,KALI (10.1.1.42),Target: EC2AMAZ-0TD157D\Jsmith,LogonType 3,FailureReason1: the cause is either a bad username or authentication information,FailureReason2: user name is correct but the password is wrong,,,-,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""TargetDomainName"",""#text"":""EC2AMAZ-0TD157D""},{""@Name"":""Status"",""#text"":""0xC000006D""},{""@Name"":""FailureReason"",""#text"":""%%2313""},{""@Name"":""SubStatus"",""#text"":""0xC000006A""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName"",""#text"":""KALI""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.1.1.42""},{""@Name"":""IpPort"",""#text"":""49616""}]}}"
234240,234240,2024-09-24 21:06:30.8833248,4776,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,NTLM authentication request,,,Target: Jsmith,Workstation: KALI,Status: user name is correct but the password is wrong,,,,,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""PackageName"",""#text"":""MICROSOFT_AUTHENTICATION_PACKAGE_V1_0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""Workstation"",""#text"":""KALI""},{""@Name"":""Status"",""#text"":""0xC000006A""}]}}"
234241,234241,2024-09-24 21:06:30.8833866,4625,LogAlways,Microsoft-Windows-Security-Auditing,Security,660,760,EC2AMAZ-0TD157D,10,,Failed logon,-\-,KALI (10.1.1.42),Target: EC2AMAZ-0TD157D\Jsmith,LogonType 3,FailureReason1: the cause is either a bad username or authentication information,FailureReason2: user name is correct but the password is wrong,,,-,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit failure,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""Jsmith""},{""@Name"":""TargetDomainName"",""#text"":""EC2AMAZ-0TD157D""},{""@Name"":""Status"",""#text"":""0xC000006D""},{""@Name"":""FailureReason"",""#text"":""%%2313""},{""@Name"":""SubStatus"",""#text"":""0xC000006A""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName"",""#text"":""KALI""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.1.1.42""},{""@Name"":""IpPort"",""#text"":""49626""}]}}"
234242,234242,2024-09-24 21:06:30.8929723,4689,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,2360,EC2AMAZ-0TD157D,11,,A process has exited,WORKGROUP\EC2AMAZ-0TD157D$,,,PID: 0xD24,,,,,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""ProcessId"",""#text"":""0xD24""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe""}]}}"
234243,234243,2024-09-24 21:06:30.8935090,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,2360,EC2AMAZ-0TD157D,11,,A new process has been created,WORKGROUP\EC2AMAZ-0TD157D$,,Parent process: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,PID: 0x15A0,Parent PID: 0x900,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe -StartupEvent 990 -InterruptEvent 0 -NGENProcess 95c -Pipe 924 -Comment ""NGen Worker Process""",False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,1944,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x15A0""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x900""},{""@Name"":""CommandLine"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\mscorsvw.exe -StartupEvent 990 -InterruptEvent 0 -NGENProcess 95c -Pipe 924 -Comment \""NGen Worker Process\""""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\ngen.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
